,precision,recall,f1-score,support
accuracy,0.9996265172735761,0.9996265172735761,0.9996265172735761,0.9996265172735761
macro avg,0.9996290544806072,0.9996290544806072,0.9996290544806072,5355.0
weighted avg,0.9996265172735761,0.9996265172735761,0.9996265172735761,5355.0
