,precision,recall,f1-score,support
accuracy,0.8231559290382819,0.8231559290382819,0.8231559290382819,0.8231559290382819
macro avg,0.8281517805843921,0.8230313077618514,0.8239612430986186,5355.0
weighted avg,0.8281803945243126,0.8231559290382819,0.8240405422524729,5355.0
