,precision,recall,f1-score,support
accuracy,0.9990662931839402,0.9990662931839402,0.9990662931839402,0.9990662931839402
macro avg,0.9990738492592309,0.999071656286393,0.99906815826587,5355.0
weighted avg,0.9990755170628914,0.9990662931839402,0.9990662862405916,5355.0
