,precision,recall,f1-score,support
accuracy,0.7346786248131539,0.7346786248131539,0.7346786248131539,0.7346786248131539
macro avg,0.7486739152305131,0.7364057336055938,0.7340500126513186,1338.0
weighted avg,0.749599897621601,0.7346786248131539,0.7337744247690697,1338.0
