,precision,recall,f1-score,support
accuracy,0.9975723622782446,0.9975723622782446,0.9975723622782446,0.9975723622782446
macro avg,0.9976056863833558,0.9975694974908156,0.9975774219843431,5355.0
weighted avg,0.9975991555720963,0.9975723622782446,0.9975755954649957,5355.0
