,precision,recall,f1-score,support
accuracy,0.9990662931839402,0.9990662931839402,0.9990662931839402,0.9990662931839402
macro avg,0.9990783996778694,0.9990669913783966,0.9990680999408487,5355.0
weighted avg,0.999075460129549,0.9990662931839402,0.9990662570542724,5355.0
